"Story","Title","Result","Date","Stability","Duration (s)"
"Consultar la pagina principal de la U de A",": Buscar la pagna oficial de la U de A en el motor de busqueda","PENDING","2023-11-15T09:41:56.602902-05:00[America/Bogota]","0.0","0.38"
