"Story","Title","Result","Date","Stability","Duration (s)"
"Añadir un articulo al carro de compras de Amazon","Añadir un articulo al carrito de compras","SUCCESS","2023-11-15T12:25:39.71504-05:00[America/Bogota]","0.0","0.37"
