"Story","Title","Result","Date","Stability","Duration (s)"
"Añadir un articulo al carro de compras de Amazon","Añadir un articulo al carrito de compras","IGNORED","2023-11-15T12:24:51.959385-05:00[America/Bogota]","0.0","8.61"
